Loan Name,Lender,GL #,Loan #,Description,Type,Unit Numbers,How Paid,Origination Date,Maturity Date,Term (months),Rate,Monthly Payment,Original Balance,Beginning Loan,Downpayment,Pmt #,Pmt Date,Payment,Principal,Interest,Balance,Notes,Source File,Layout
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,1,7/1/2023,"$3,371.19","$1,948.97","$1,422.22","$186,448.76",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,2,8/1/2023,"$3,371.19","$2,440.50",$930.69,"$184,008.26",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,3,9/1/2023,"$3,371.19","$2,452.68",$918.51,"$181,555.58",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,4,10/1/2023,"$3,371.19","$2,464.93",$906.26,"$179,090.66",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,5,11/1/2023,"$3,371.19","$2,477.23",$893.96,"$176,613.43",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,6,12/1/2023,"$3,371.19","$2,489.59",$881.60,"$174,123.83",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,7,1/1/2024,"$3,371.19","$2,502.02",$869.17,"$171,621.81",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,8,2/1/2024,"$3,371.19","$2,514.51",$856.68,"$169,107.30",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,9,3/1/2024,"$3,371.19","$2,527.06",$844.13,"$166,580.24",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,10,4/1/2024,"$3,371.19","$2,539.68",$831.51,"$164,040.56",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,11,5/1/2024,"$3,371.19","$2,552.35",$818.84,"$161,488.20",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,12,6/1/2024,"$3,371.19","$2,565.09",$806.10,"$158,923.11",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,13,7/1/2024,"$3,371.19","$2,577.90",$793.29,"$156,345.21",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,14,8/1/2024,"$3,371.19","$2,590.77",$780.42,"$153,754.44",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,15,9/1/2024,"$3,371.19","$2,603.70",$767.49,"$151,150.74",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,16,10/1/2024,"$3,371.19","$2,616.70",$754.49,"$148,534.05","148,672.73 | Balance per BMO on this day",Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,17,11/1/2024,,,,"$148,534.05","148,534.05",Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,18,12/1/2024,,,,"$148,534.05",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,19,1/1/2025,,,,"$148,534.05",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,20,2/1/2025,"$13,574.36","$10,608.63","$2,965.73","$137,925.42",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,21,3/1/2025,"$3,371.19","$2,682.71",$688.48,"$135,242.71",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,22,4/1/2025,"$3,371.19","$2,696.10",$675.09,"$132,546.60",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,23,5/1/2025,"$3,371.19","$2,709.56",$661.63,"$129,837.04",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,24,6/1/2025,"$3,371.19","$2,723.09",$648.10,"$127,113.95",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,25,7/1/2025,"$3,371.19","$2,736.68",$634.51,"$124,377.28",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,26,8/1/2025,"$3,371.19","$2,750.34",$620.85,"$121,626.94",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,27,9/1/2025,"$3,371.19","$2,764.07",$607.12,"$118,862.87",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,28,10/1/2025,"$3,371.19","$2,777.87",$593.32,"$116,085.00",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,29,11/1/2025,"$3,371.19","$2,791.73",$579.46,"$113,293.27",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,30,12/1/2025,"$3,371.19","$2,805.67",$565.52,"$110,487.60",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,31,1/1/2026,"$3,371.19","$2,819.67",$551.52,"$107,667.93",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,32,2/1/2026,"$3,371.19","$2,833.75",$537.44,"$104,834.18",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,33,3/1/2026,"$3,371.19","$2,847.89",$523.30,"$101,986.29",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,34,4/1/2026,"$3,371.19","$2,862.11",$509.08,"$99,124.18",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,35,5/1/2026,"$3,371.19","$2,876.40",$494.79,"$96,247.78",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,36,6/1/2026,"$3,371.19","$2,890.75",$480.44,"$93,357.03",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,37,7/1/2026,"$3,371.19","$2,905.18",$466.01,"$90,451.85",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,38,8/1/2026,"$3,371.19","$2,919.68",$451.51,"$87,532.16",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,39,9/1/2026,"$3,371.19","$2,934.26",$436.93,"$84,597.90",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,40,10/1/2026,"$3,371.19","$2,948.91",$422.28,"$81,649.00",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,41,11/1/2026,"$3,371.19","$2,963.63",$407.56,"$78,685.37",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,42,12/1/2026,"$3,371.19","$2,978.42",$392.77,"$75,706.95",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,43,1/1/2027,"$3,371.19","$2,993.29",$377.90,"$72,713.67",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,44,2/1/2027,"$3,371.19","$3,008.23",$362.96,"$69,705.44",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,45,3/1/2027,"$3,371.19","$3,023.24",$347.95,"$66,682.20",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,46,4/1/2027,"$3,371.19","$3,038.33",$332.86,"$63,643.86",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,47,5/1/2027,"$3,371.19","$3,053.50",$317.69,"$60,590.36",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,48,6/1/2027,"$3,371.19","$3,068.74",$302.45,"$57,521.62",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,49,7/1/2027,"$3,371.19","$3,084.06",$287.13,"$54,437.56",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,50,8/1/2027,"$3,371.19","$3,099.46",$271.73,"$51,338.10",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,51,9/1/2027,"$3,371.19","$3,114.93",$256.26,"$48,223.17",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,52,10/1/2027,"$3,371.19","$3,130.48",$240.71,"$45,092.70",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,53,11/1/2027,"$3,371.19","$3,146.10",$225.09,"$41,946.60",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,54,12/1/2027,"$3,371.19","$3,161.81",$209.38,"$38,784.79",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,55,1/1/2028,"$3,371.19","$3,177.59",$193.60,"$35,607.20",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,56,2/1/2028,"$3,371.19","$3,193.45",$177.74,"$32,413.75",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,57,3/1/2028,"$3,371.19","$3,209.39",$161.80,"$29,204.36",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,58,4/1/2028,"$3,371.19","$3,225.41",$145.78,"$25,978.95",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,59,5/1/2028,"$3,371.19","$3,241.51",$129.68,"$22,737.43",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,60,6/1/2028,"$3,371.19","$3,257.69",$113.50,"$19,479.74",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,61,7/1/2028,"$3,371.19","$3,273.95",$97.24,"$16,205.79",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,62,8/1/2028,"$3,371.19","$3,290.30",$80.89,"$12,915.49",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,63,9/1/2028,"$3,371.19","$3,306.72",$64.47,"$9,608.77",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,64,10/1/2028,"$3,371.19","$3,323.23",$47.96,"$6,285.55",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,65,11/1/2028,"$3,371.19","$3,339.81",$31.38,"$2,945.73",,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,66,12/1/2028,"$2,960.44","$2,945.73",$14.70,,"Final payment $3,371.19",Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,67,1/1/2029,,,,,,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,68,2/1/2029,,,,,,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,69,3/1/2029,,,,,,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,70,4/1/2029,,,,,,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,71,5/1/2029,,,,,,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,72,6/1/2029,,,,,,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,73,7/1/2029,,,,,,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
1 579-Peterbilt-BMO-20230515,BMO,05-2934-004-000-00,9368279001,1 579 Pete,Debt,668,,5/16/2023,12/1/2028,66,5.99%,"$3,371.19","$188,397.73",,,74,8/1/2029,,,,,,Meiborg Consolidate Debt Schedule-Master File 2024-2025.xlsx - 1 579-Peterbilt-BMO-20230515.csv,standard
